caption,instance_id,mapped_class,split,image_path,class_label,attributes,color,material,condition,size
Black marshall case bluetooth earphones with yellow design,Team14_BlackMarshallEarphones_E,earphones,train,pooled_images/team14_earphones (56).jpg,electronic_accessories_earphones,color:black;condition:used;material:unknown;size:small,black,unknown,used,small
White bluetooth earphones with open lid front side,Team14_WhiteEarphones_U,earphones,train,pooled_images/team14_earphones (57).jpg,electronic_accessories_earphones,color:white;condition:used;material:plastic;size:small,white,plastic,used,small
blue bluetooth earphones side view,Team14_BlueEarphones_D,earphones,train,pooled_images/team14_earphones (58).jpg,electronic_accessories_earphones,color:blue;condition:used;material:plastic;size:small,blue,plastic,used,small
Black bluetooth earphones with round silver design side view,Team14_BlackEarphones_AD,earphones,train,pooled_images/team14_earphones (59).jpg,electronic_accessories_earphones,color:black;condition:used;material:plastic;size:small,black,plastic,used,small
black bluetooth earphones with closed lid,Team14_BlackEarphones_V,earphones,train,pooled_images/team14_earphones (60).jpg,electronic_accessories_earphones,color:black;condition:unknown;material:unknown;size:small,black,unknown,unknown,small
Black bluetooth earphones with round silver design top side view,Team14_BlackEarphones_W,earphones,val,pooled_images/team14_earphones (61).jpg,electronic_accessories_earphones,color:black;condition:used;material:plastic;size:small,black,plastic,used,small
Black bluetooth earphones with round silver design top view,Team14_BlackEarphones_AB,earphones,val,pooled_images/team14_earphones (62).jpg,electronic_accessories_earphones,color:black;condition:used;material:plastic;size:small,black,plastic,used,small
black bluetooth earphones with diagonal orientation,Team14_BlackEarphones_AC,earphones,val,pooled_images/team14_earphones (63).jpg,electronic_accessories_earphones,color:black;condition:used;material:plastic;size:small,black,plastic,used,small
Black bluetooth earphones with round silver design,Team14_BlackEarphones_I,earphones,train,pooled_images/team14_earphones (64).jpg,electronic_accessories_earphones,color:black;condition:used;material:plastic;size:small,black,plastic,used,small
black bluetooth earphones with open lid top view,Team14_BlackEarphones_X,earphones,train,pooled_images/team14_earphones (65).jpg,electronic_accessories_earphones,color:black;condition:used;material:plastic;size:small,black,plastic,used,small
black bluetooth earphones with horizontal orientation,Team14_BlackEarphones_J,earphones,train,pooled_images/team14_earphones (66).jpg,electronic_accessories_earphones,color:black;condition:used;material:plastic;size:small,black,plastic,used,small
silver gray bluetooth earphones with silver lining,Team14_SilverEarphones_A,earphones,train,pooled_images/team14_earphones (67).jpg,electronic_accessories_earphones,color:silver;condition:used;material:plastic;size:small,silver,plastic,used,small
White bluetooth earphones top view square shape,Team14_WhiteEarphones_V,earphones,train,pooled_images/team14_earphones (68).jpg,electronic_accessories_earphones,color:white;condition:used;material:plastic;size:small,white,plastic,used,small
white bluetooth earphones back side square shape,Team14_WhiteEarphones_W,earphones,train,pooled_images/team14_earphones (69).jpg,electronic_accessories_earphones,color:white;condition:used;material:plastic;size:small,white,plastic,used,small
white bluetooth earphones open lid with side view,Team14_WhiteEarphones_X,earphones,train,pooled_images/team14_earphones (70).jpg,electronic_accessories_earphones,color:white;condition:used;material:plastic;size:small,white,plastic,used,small
silver gray bluetooth earphones with silver lining,Team14_SilverEarphones_B,earphones,train,pooled_images/team14_earphones (71).jpg,electronic_accessories_earphones,color:silver;condition:used;material:plastic;size:small,silver,plastic,used,small
white bluetooth earphones open lid upside down,Team14_WhiteEarphones_Y,earphones,train,pooled_images/team14_earphones (72).jpg,electronic_accessories_earphones,color:white;condition:used;material:plastic;size:small,white,plastic,used,small
silver gray bluetooth earphones with silver lining,Team14_SilverEarphones_C,earphones,train,pooled_images/team14_earphones (73).jpg,electronic_accessories_earphones,color:silver;condition:used;material:plastic;size:small,silver,plastic,used,small
silver gray bluetooth earphones with silver lining,Team14_SilverEarphones_D,earphones,train,pooled_images/team14_earphones (74).jpg,electronic_accessories_earphones,color:silver;condition:used;material:plastic;size:small,silver,plastic,used,small
silver gray bluetooth earphones with silver lining,Team14_SilverEarphones_E,earphones,train,pooled_images/team14_earphones (75).jpg,electronic_accessories_earphones,color:silver;condition:used;material:plastic;size:small,silver,plastic,used,small
black bluetooth earphones with closed lid kept on bedsheet,Team14_BlackEarphones_Y,earphones,val,pooled_images/team14_earphones (76).jpg,electronic_accessories_earphones,color:black;condition:used;material:plastic;size:small,black,plastic,used,small
black earphones bluetooth side view,Team14_BlackEarphones_K,earphones,train,pooled_images/team14_earphones (77).jpg,electronic_accessories_earphones,color:black;condition:unknown;material:unknown;size:small,black,unknown,unknown,small
black case on earphones bluetooth with closed lid,Team14_BlackEarphones_M,earphones,val,pooled_images/team14_earphones (85).jpg,electronic_accessories_earphones,color:black;condition:used;material:unknown;size:small,black,unknown,used,small
Black bluetooth earphones placed in standing position,Team14_BlackEarphones_N,earphones,val,pooled_images/team14_earphones (88).jpg,electronic_accessories_earphones,color:black;condition:used;material:plastic;size:small,black,plastic,used,small
black bluetooth earphones with a case for hanging,Team14_BlackEarphones_O,earphones,train,pooled_images/team14_earphones (89).jpg,electronic_accessories_earphones,color:black;condition:used;material:plastic;size:small,black,plastic,used,small
Black earphones with hook for hanging,Team14_BlackEarphones_P,earphones,train,pooled_images/team14_earphones (90).jpg,electronic_accessories_earphones,color:black;condition:used;material:plastic;size:small,black,plastic,used,small
ivory colour earphones bluetooth with no lid,Team14_UnkEarphones_E,earphones,val,pooled_images/team14_earphones (93).jpg,electronic_accessories_earphones,color:unknown;condition:deformed;material:unknown;size:small,unknown,unknown,deformed,small
A black analog metal wrist_watch with plain pattern in new condition.,team3_watch_01_1,wristwatch,train,pooled_images/team3_wrist_watch_001.jpg,wrist_watch,color:black;condition:new;material:metal;size:unknown,black,metal,new,unknown
A black analog metal wrist_watch with plain pattern in new condition.,team3_watch_01_2,wristwatch,train,pooled_images/team3_wrist_watch_002.jpg,wrist_watch,color:black;condition:new;material:metal;size:unknown,black,metal,new,unknown
A pink rubber smart wrist_watch with plain pattern in new condition.,team3_watch_02_1,wristwatch,train,pooled_images/team3_wrist_watch_003.jpg,wrist_watch,color:pink;condition:new;material:rubber;size:unknown,pink,rubber,new,unknown
A pink rubber smart wrist_watch with plain pattern in new condition.,team3_watch_02_2,wristwatch,train,pooled_images/team3_wrist_watch_004.jpg,wrist_watch,color:pink;condition:new;material:rubber;size:unknown,pink,rubber,new,unknown
A pink rubber smart wrist_watch with plain pattern in new condition.,team3_watch_02_3,wristwatch,train,pooled_images/team3_wrist_watch_005.jpg,wrist_watch,color:pink;condition:new;material:rubber;size:unknown,pink,rubber,new,unknown
A pink rubber smart wrist_watch with plain pattern in new condition.,team3_watch_02_4,wristwatch,train,pooled_images/team3_wrist_watch_006.jpg,wrist_watch,color:pink;condition:new;material:rubber;size:unknown,pink,rubber,new,unknown
A pink rubber smart wrist_watch with plain pattern in new condition.,team3_watch_02_5,wristwatch,train,pooled_images/team3_wrist_watch_007.jpg,wrist_watch,color:pink;condition:new;material:rubber;size:unknown,pink,rubber,new,unknown
A yellow analog metal wrist_watch with plain pattern in new condition.,team3_watch_03_1,wristwatch,val,pooled_images/team3_wrist_watch_008.jpg,wrist_watch,color:yellow;condition:new;material:metal;size:unknown,yellow,metal,new,unknown
A yellow analog metal wrist_watch with plain pattern in new condition.,team3_watch_03_2,wristwatch,train,pooled_images/team3_wrist_watch_009.jpg,wrist_watch,color:yellow;condition:new;material:metal;size:unknown,yellow,metal,new,unknown
A yellow analog metal wrist_watch with plain pattern in new condition.,team3_watch_03_3,wristwatch,train,pooled_images/team3_wrist_watch_010.jpg,wrist_watch,color:yellow;condition:new;material:metal;size:unknown,yellow,metal,new,unknown
A yellow analog metal wrist_watch with plain pattern in new condition.,team3_watch_03_4,wristwatch,val,pooled_images/team3_wrist_watch_011.jpg,wrist_watch,color:yellow;condition:new;material:metal;size:unknown,yellow,metal,new,unknown
A black analog leather wrist_watch with plain pattern in used condition.,team3_watch_04_1,wristwatch,train,pooled_images/team3_wrist_watch_012.jpg,wrist_watch,color:black;condition:used;material:leather;size:unknown,black,leather,used,unknown
A black analog leather wrist_watch with plain pattern in used condition.,team3_watch_04_2,wristwatch,train,pooled_images/team3_wrist_watch_013.jpg,wrist_watch,color:black;condition:used;material:leather;size:unknown,black,leather,used,unknown
A black analog leather wrist_watch with plain pattern in used condition.,team3_watch_04_3,wristwatch,train,pooled_images/team3_wrist_watch_014.jpg,wrist_watch,color:black;condition:used;material:leather;size:unknown,black,leather,used,unknown
A black analog leather wrist_watch with plain pattern in used condition.,team3_watch_04_4,wristwatch,train,pooled_images/team3_wrist_watch_015.jpg,wrist_watch,color:black;condition:used;material:leather;size:unknown,black,leather,used,unknown
A black analog leather wrist_watch with plain pattern in used condition.,team3_watch_04_5,wristwatch,train,pooled_images/team3_wrist_watch_016.jpg,wrist_watch,color:black;condition:used;material:leather;size:unknown,black,leather,used,unknown
A black analog ceramic wrist_watch with plain pattern in used condition.,team3_watch_05_1,wristwatch,train,pooled_images/team3_wrist_watch_017.jpg,wrist_watch,color:black;condition:used;material:ceramic;size:unknown,black,ceramic,used,unknown
A black analog ceramic wrist_watch with plain pattern in used condition.,team3_watch_05_2,wristwatch,train,pooled_images/team3_wrist_watch_018.jpg,wrist_watch,color:black;condition:used;material:ceramic;size:unknown,black,ceramic,used,unknown
A black analog ceramic wrist_watch with plain pattern in used condition.,team3_watch_05_3,wristwatch,train,pooled_images/team3_wrist_watch_019.jpg,wrist_watch,color:black;condition:used;material:ceramic;size:unknown,black,ceramic,used,unknown
A black analog ceramic wrist_watch with plain pattern in used condition.,team3_watch_05_4,wristwatch,train,pooled_images/team3_wrist_watch_020.jpg,wrist_watch,color:black;condition:used;material:ceramic;size:unknown,black,ceramic,used,unknown
A silver analog metal wrist_watch in used condition.,team3_watch_06_1,wristwatch,train,pooled_images/team3_wrist_watch_021.jpg,wrist_watch,color:silver;condition:used;material:metal;size:unknown,silver,metal,used,unknown
A silver analog metal wrist_watch in used condition.,team3_watch_06_2,wristwatch,train,pooled_images/team3_wrist_watch_022.jpg,wrist_watch,color:silver;condition:used;material:metal;size:unknown,silver,metal,used,unknown
A silver analog metal wrist_watch in used condition.,team3_watch_06_3,wristwatch,train,pooled_images/team3_wrist_watch_023.jpg,wrist_watch,color:silver;condition:used;material:metal;size:unknown,silver,metal,used,unknown
A blue analog rubber wrist_watch with plain pattern in new condition.,team3_watch_07_1,wristwatch,val,pooled_images/team3_wrist_watch_024.jpg,wrist_watch,color:blue;condition:new;material:rubber;size:unknown,blue,rubber,new,unknown
A blue analog rubber wrist_watch with plain pattern in new condition.,team3_watch_07_2,wristwatch,train,pooled_images/team3_wrist_watch_025.jpg,wrist_watch,color:blue;condition:new;material:rubber;size:unknown,blue,rubber,new,unknown
